COSMIC_ID,Drug_1,Drug_2,Drug_3,Drug_4
910944,0.641369625,2.049716747,-0.035383729,0.272437809
1295741,0.7178838,0.864208846,0.701970029,1.209835559
910692,1.892087346,2.139807037,0.851740306,0.673989851
1297439,2.269758503,2.303914224,1.137956281,1.698989416
906838,1.358367686,1.161891912,2.060527972,1.093045484
753555,1.984610303,1.377847132,1.956952093,1.422838991
684057,1.519423991,0.951454991,0.841297874,0.853289094
907041,1.233416106,1.432464123,2.087174146,0.989598107
1327766,1.736361554,0.974911489,1.333387727,0.437846558
907279,2.371351082,1.179930004,1.579570323,1.670846858
907282,2.169542376,1.341109125,1.907014955,1.596974044
753579,1.044948436,1.81407169,2.310722965,1.472980718
907791,1.474238478,1.742972113,1.476803397,1.217399765
917486,1.889330675,2.235206694,0.589979144,1.561238131
907795,1.737130566,1.884863134,0.314804492,1.33753185
910948,2.058180299,1.548579261,2.161615449,1.429366322
908149,0.726401789,1.867035997,1.293468381,0.713542312
753595,1.70090265,0.13777514,0.508464423,1.475022358
908159,1.568248409,1.532643211,0.67793202,1.167062636
684681,2.377620246,2.19681796,2.514274309,1.798527562
688014,1.448914912,2.15229476,1.554768033,1.345600127
687600,1.919599093,1.920409847,2.226002684,1.177948486
908445,1.972479865,1.747262189,1.554491073,1.411508247
910861,1.947194227,1.29444754,1.254629511,1.346766341
909713,0.8640272,-1.855921443,2.564660644,1.737484144
905955,2.044111099,0.393011812,2.01545046,0.950407575
1331032,1.190381667,1.756020495,-0.385253084,1.225152434
753621,2.28586212,1.327867672,2.093989461,1.281411622
946356,2.217213749,1.889152648,1.657799113,1.624588253
735784,1.901387628,2.232687621,1.594848161,1.037754279
687562,1.868963959,NA,1.378577722,1.153839813
906794,2.020074731,2.076545582,1.951901719,1.415659034
910691,2.082050374,2.216101931,0.930346648,1.490637165
946368,1.715153007,2.277186312,2.38298627,1.325141427
687983,2.224628008,1.179469016,2.449294435,1.622568017
1297446,1.827262143,0.738979241,0.750389559,0.862884683
1240128,1.829742735,-1.293732358,0.619128507,1.223211925
684059,1.621684054,0.735937388,0.267230294,0.79634842
906861,2.011561475,1.649039171,0.746524835,1.372714029
949163,1.891006772,1.894174704,0.46086675,1.289215914
684062,2.248038697,1.022083652,2.256531275,1.260770837
1297449,0.968009997,1.587982411,0.397892079,0.718753412
687568,1.692353017,1.256553478,0.835746637,1.584540263
906872,0.935145623,0.327164434,1.075187326,1.410236331
749715,2.033287359,2.08248308,1.166979315,0.438195238
907172,1.804783513,-0.318278129,1.527311825,1.459514977
905940,1.751239824,0.954197159,1.275810043,-1.95554673
907322,1.838051572,1.911225338,2.486373053,1.341902153
949170,1.011932466,2.276903198,1.957549945,1.650536687
724863,2.344795035,2.240153309,1.065406496,1.744623057
908143,1.639595157,1.819723644,1.227166239,1.481977649
1323913,1.694894026,0.666188334,0.326575538,0.590389813
949176,0.782004095,1.532794976,1.506214535,1.372982678
1240181,1.316899139,1.995248212,0.817247077,1.117123265
908467,1.78364181,1.838442405,1.717094118,0.687758199
753599,2.193201079,2.237505662,2.664743519,1.146487684
908469,2.133484499,1.897932484,1.537510693,1.446070533
688006,1.930590869,2.1289942,1.589241324,1.276592392
687804,1.851475943,1.960705791,1.350452793,1.137832247
1330972,2.058878288,2.024212186,1.080862832,1.372472133
688023,2.09894647,1.905229,1.389591805,1.505514007
908483,1.63124574,1.749118078,2.504879797,1.000792679
908457,0.938752619,1.451517056,1.360387293,1.611233015
908449,1.152493156,-0.525012447,1.594277577,1.399546327
1290455,0.815986284,0.899280138,-0.109820997,1.072781785
1330984,0.233340691,0.022800621,0.483682135,1.091527723
909256,1.431290525,1.457639344,1.369157596,0.887610396
909250,0.75017788,2.096188483,2.187138912,1.32672107
905990,2.002753883,2.189984061,1.666900293,1.544941062
971773,1.406926557,0.646934922,-0.025903317,0.748509353
724872,0.679135638,1.860399244,1.252342443,1.32674798
909723,1.519624123,-1.374251039,2.437340122,0.970560274
905982,2.471327101,2.420838072,1.626538327,1.515737056
753623,1.932067048,1.249963117,0.987426855,1.19205947
946353,1.882931908,1.9352517,1.74754366,1.494822488
910780,1.587138656,1.802368219,1.079706561,1.13434326
909773,1.74936413,1.134173927,0.106876741,0.927049372
946359,2.088496431,1.586368152,1.597198085,1.606507983
910554,1.261498396,2.288366036,0.8982776,1.526057748
906862,1.819414564,1.869202195,1.496994591,1.21892176
949165,0.925152803,1.405976887,1.717163258,1.3140205
906877,1.295598911,0.847867382,1.345431342,1.572406833
749716,1.764148622,2.359454607,1.07358658,1.716992659
753618,1.858154924,1.725140879,-0.026508719,1.14650803
905989,1.293586091,1.49183615,0.765883967,1.525883556
909975,2.209389117,2.244772152,1.80155667,1.607302311
753592,1.608906513,1.581276462,1.914099095,0.693028015
683665,1.006530065,1.105083247,0.063384881,1.034163875
908142,1.772611572,0.595144122,0.993547931,0.61454849
949171,0.861530522,1.70685058,0.765452549,1.353048048
924244,2.112450801,0.743114004,1.152805856,1.490805
905941,0.721902285,1.740621471,1.103733621,1.335990106
688021,2.252629708,2.29810999,2.312832531,1.653311572
1240193,1.717446822,1.784461644,1.518155667,1.119710213
908451,1.037736163,1.087239244,-0.063328437,0.522748379
1330983,0.331792059,0.977649036,0.055721386,0.954743898
909698,0.478758592,0.243275145,0.545015312,0.700238587
909702,1.479482544,1.149231138,0.626524134,1.082967405
905986,2.078132682,1.618500104,0.964921157,1.143372338
753620,1.069586741,2.245949104,0.792463471,1.594161733
909720,1.693023514,NA,0.952974558,1.300881905
910905,1.683840999,1.815976049,1.438178977,1.848827314
909754,2.545933571,2.448966634,3.186978079,1.989639787
1331050,1.704940172,1.642546003,2.004186853,1.148128188
906763,1.108644153,0.29141667,1.58487088,-0.146857232
906746,1.728567693,2.16275142,2.197184128,1.306094456
906831,1.116973535,1.104251854,1.156789903,1.009710941
906871,1.485634276,1.347237051,1.203490907,0.759306253
907043,1.747924145,1.226937256,2.10709023,1.149079609
907073,-0.340008204,1.381467287,0.752942649,0.913122264
924186,0.51507866,NA,0.388315367,1.583385369
753581,1.144798488,2.15062382,2.129877873,1.49016405
688031,1.714057224,1.867167636,0.877164014,0.635733352
908450,2.196949843,2.333899256,1.83264904,1.24391542
910544,0.163858404,1.271960778,0.22217256,0.153586048
905978,1.500441557,0.930705428,2.178729034,0.921401564
713885,2.007340929,2.02549874,0.935696047,1.392227584
909717,0.536455435,1.563224544,1.167825222,1.524930818
688121,0.43062036,1.949403169,1.878425584,0.988486707
1299075,2.013798169,1.280150973,1.831017809,1.497575439
910921,0.513266701,-1.212858195,1.996910383,0.589751129
910697,2.013928623,2.1770583,1.647527722,1.421431252
910687,0.388456526,1.408948189,-0.024121469,0.744561247
910706,1.575997285,1.30015649,1.029919412,0.797679157
910700,0.562776168,2.259617331,1.75229498,1.006463405
1290769,1.408454689,1.320892109,2.112650528,0.983696449
906813,1.831185826,1.638444936,1.03128152,0.891542852
905970,2.362185979,2.941762387,3.56361039,NA
949157,2.234493467,1.36414202,1.050105335,1.640690429
949155,1.375340658,1.598800341,0.354975427,1.119530824
949168,1.902984032,1.69051567,2.058924055,1.289390576
753584,2.060367001,1.931261088,1.825639479,1.279658986
908158,0.292721561,1.740872638,0.079383909,0.923224976
687799,1.248058526,1.988029932,1.227293967,1.064951009
909248,0.620272829,0.377913337,1.445369111,1.07407328
905965,0.14657585,1.096971028,-0.242022724,0.980648903
909769,1.958669466,2.104080674,2.415002907,1.257080008
905980,1.878683659,1.157880312,2.8071623,1.433563429
910943,2.337128336,2.414942247,3.027897371,1.81444499
1330931,1.760041909,0.926010462,0.561523433,-1.775181609
753583,2.153769484,1.845619957,2.045021665,0.841862794
1240173,0.978217111,-1.103171204,2.160836257,0.56962878
949177,1.825231774,1.526563691,0.664243067,1.237964478
909712,2.011875464,2.027764973,1.63911394,1.225368492
909731,1.149279631,1.673744804,0.93948089,0.15875731
1295740,1.202639429,0.496077855,1.606505743,-2.512330117
949158,1.774443688,0.52210965,0.092202841,1.119344185
949156,0.425945982,1.689385198,0.757181252,1.132863898
1303897,0.720139476,1.995285994,1.424857738,0.920044106
1322224,1.556887659,1.534319686,NA,0.687039065
971777,0.248360012,NA,2.332881802,0.596945372
925345,1.449566836,NA,1.401362033,0.442494066
753612,2.122732422,2.032270097,0.580792186,1.520144101
910935,0.765948839,-0.17768168,-0.822930784,1.063332233
905948,1.674189347,2.136686007,2.686101031,1.823500523
910934,1.193645919,1.895044467,0.260795395,0.584646749
906765,1.653004662,1.638651665,0.310930546,1.349934748
753616,1.943929234,2.046379256,1.677512414,1.086939538
910710,0.059420076,-0.126511489,0.104386558,-2.253983038
910703,2.031815571,1.000351472,1.136971932,1.499005311
910569,1.85156916,1.932111004,1.4279415,0.92436292
906834,0.479356947,2.029871928,1.631487836,1.362962203
753551,2.030551252,2.339422194,1.839658286,1.741103006
1297447,1.816644301,1.859121815,1.29656688,1.056926976
949164,1.565926684,1.898244134,1.054829351,0.777874295
949161,1.562402164,1.47703634,1.11555095,1.461869158
949153,0.622360687,0.060368473,0.624515649,0.37853405
924110,1.895506351,1.214963398,2.643777857,0.85554259
907056,1.41034079,1.052261268,0.763679835,1.341641197
905938,1.35122196,1.852541728,0.789593806,0.573589036
907063,1.721707992,1.719455426,1.100956491,1.338259158
753564,2.059676043,2.00310049,1.02893393,1.426877545
907268,1.6173192,1.425919091,0.566920135,1.248402114
907269,0.905335711,0.132140191,0.65880704,0.915830463
907270,0.320823953,0.532323887,1.08143292,0.511262283
907273,1.355447243,1.541685853,-0.309057323,0.840249802
907274,1.860540256,0.875855898,1.436824997,1.347770577
909976,1.106074904,1.750678235,2.382939173,1.232605188
907280,1.409392527,0.616298391,1.197182142,0.262921119
907313,0.477520852,2.231060105,1.744556879,1.611338868
907311,1.289587336,0.246709517,2.189850162,-2.001393618
924239,1.333472416,1.862892757,0.736130501,0.71937272
907323,0.519780555,0.106412192,2.374674419,0.865576586
907783,1.156613461,1.40974259,0.770348443,-2.755128727
753577,2.110417518,-0.173367925,2.024727948,NA
907787,1.071345459,1.563726283,0.978659766,1.226901299
753588,2.137541715,1.920886924,1.358274003,1.264418517
753589,2.084215189,1.510009904,2.141002471,1.652727767
1330942,2.05155013,1.54200708,2.131199471,1.086449468
908126,1.635168591,0.111733505,0.575196156,-2.274765582
908136,1.455370474,1.281542387,0.764331243,0.818907989
905958,0.856900869,0.758154644,0.426056418,0.556793938
908148,1.529192245,0.601641343,0.31190836,0.794259076
908151,1.250370503,2.014524423,0.148425787,1.147533044
753594,1.926308609,1.963274375,0.61057754,1.001437923
1240182,2.23603088,2.283680245,1.55346877,1.636636392
1240183,1.714373195,2.150318716,2.191350312,1.522234641
1240189,1.52556473,1.912533531,1.492555478,0.753364525
905942,1.437205067,1.485188264,1.564428734,1.086765923
905967,2.025348636,2.148706499,1.825143114,1.712116455
688025,1.892334245,2.080583318,0.874879518,1.155315684
908444,1.415188639,1.590587649,0.939094076,1.294384498
909249,1.776410928,1.856279501,1.065411139,1.175078411
909262,1.737715176,1.834765813,1.394056737,1.372144211
909696,0.885836698,1.35172124,0.305751763,0.94866019
1331025,1.902278862,2.434230077,1.58713794,1.713978906
909701,0.723641177,1.339160634,-0.199990435,1.305940878
684072,1.622030784,1.545082692,1.146354201,1.130706974
910906,1.644109628,1.922220625,0.537254759,0.328853544
1331035,1.437305926,1.536061108,1.462253965,0.83947541
1331040,0.441480524,1.464204887,-0.730187821,0.970625813
909743,1.581559662,1.865468293,0.823492871,1.253044314
909758,1.773815756,1.867155029,1.9681717,1.650496551
946355,1.939522614,2.004719864,0.759435388,1.689110767
909771,1.932829967,1.76510462,0.66806606,1.311289556
946358,0.734290804,1.899607091,-0.098316416,0.328966074
906800,0.329021867,-0.355176901,0.311002701,0.35895385
910933,0.666939849,2.158800349,0.645918085,1.338648964
910705,1.34812633,1.444624679,NA,0.852916021
910919,0.696994473,0.494279904,0.623825471,1.181172778
910568,1.807892786,1.280320863,1.847396308,-0.598847661
910566,1.506174112,1.289865891,0.593377046,1.176893809
753546,2.131749098,1.632165823,2.761222979,1.629012052
753547,1.39943943,1.666081013,0.839367917,0.271611288
753548,0.694053725,1.252774798,1.198084837,0.163531018
946373,0.539769307,1.116056218,1.863976336,1.882946131
906836,1.670010037,1.18490053,NA,1.067989988
906846,1.912966359,1.828815208,0.410242119,1.313553929
906855,1.699226511,0.58649357,1.0122516,-2.364703381
906856,0.359700727,0.252106573,0.087850374,-2.588733292
949166,2.150600223,2.198875998,0.711794681,0.572679081
906870,0.872757653,0.568498965,0.375373224,0.421954562
907044,1.028044307,1.109876732,0.212138582,0.782990289
907170,0.972222393,1.479175037,0.109110941,1.167448127
1327768,0.813073408,0.912179565,1.289610859,1.157590019
907272,1.299936918,1.754038257,1.315917642,0.823799394
907277,1.141875678,-0.126580643,0.594688745,0.881272928
907794,2.205037263,0.575865415,0.410800162,1.487501963
908141,0.882709595,1.613829371,0.492539835,0.767996092
1330950,1.310583773,0.780529712,0.331628648,1.035871626
687997,2.1360808,2.117224152,1.706849608,1.166016101
688007,2.219538762,2.269979521,1.377163448,1.621454543
908480,2.10959536,2.279699119,1.72703988,1.038482651
1298352,1.647715465,2.178812827,1.05223627,1.515255419
908448,0.223534766,0.565880494,0.033794027,0.021562302
1330987,1.547998718,0.356758076,0.516092253,0.557851893
909260,1.851222136,1.934822615,1.132359425,1.25976301
910546,1.77180583,0.531345637,-0.084162123,0.988153295
910545,0.536005019,0.509068411,0.414398354,1.329439649
909697,0.95916045,1.726969757,0.568266674,1.495268027
1331037,1.347815213,1.024443749,0.881196222,0.613306168
1331039,0.46905701,1.884774614,0.449959743,1.110746115
753614,1.982148709,1.845307252,1.058955919,1.573930584
909777,1.519895879,1.8791253,1.23723277,0.979410553
905977,1.085790732,-1.456869331,1.730623863,1.523936133
910688,0.793684838,1.283948601,0.36767967,1.195406845
753552,1.826243894,2.060825011,2.099169312,0.674144718
906844,0.755434928,-1.842140305,0.627669455,0.243912634
906847,2.154878346,1.909688811,1.787280043,1.604606049
906875,0.684983729,2.013761741,0.368791608,1.496689787
924188,0.973607899,1.372303883,1.634112433,1.6834041
907300,1.728170232,1.942733664,1.290559883,1.25414623
925343,0.456804302,2.017581453,2.152482302,1.535897392
1330947,1.082315749,0.380256214,-0.089202133,1.059807041
908147,0.27815197,-0.204536426,NA,0.600314617
908150,2.300196626,2.171526023,2.689349993,0.904196317
908156,-0.13033299,0.588585578,-0.501717672,0.442754797
688013,1.48551187,NA,2.449606139,0.66112844
908446,1.747674867,1.674280076,2.174119387,1.230854072
910947,0.610082196,0.643600722,-0.270268731,0.92830965
1330985,1.521931756,1.700602208,0.960677711,1.011101724
909252,0.761183416,NA,0.580278537,0.83439155
909253,1.66045476,1.315110229,1.754632479,1.030744005
910401,1.111296245,1.8526765,1.357904008,0.202094701
905964,1.574165351,1.31378637,-0.024028954,0.353121335
905984,1.679881465,1.83212174,1.178712265,1.226850315
1331034,1.290822484,-0.170296987,0.852214132,0.8224528
687590,2.175555714,1.550576815,1.649571506,1.627854927
909785,1.314659338,0.774373197,1.490590231,0.662996118
753532,0.928235039,-0.038035002,2.928513664,1.77362852
905952,1.059553697,0.956492897,1.008108594,0.371899195
910937,1.89744996,1.529330022,1.734887693,1.299624635
906808,2.305985393,2.30139652,2.438796332,1.136348327
749711,1.658453608,1.818797778,1.953268411,1.239399736
905972,1.866815867,1.966473463,0.804782342,1.3677384
1330935,1.824371555,1.76209941,1.782612912,1.222311563
907799,1.294232613,1.391600951,0.789536589,0.693171315
688001,2.054910868,0.007576023,1.587022303,1.076109446
1331049,1.49489253,1.742553333,0.097999088,1.067723599
724859,1.415840713,0.341344362,1.124873846,1.591567138
753558,0.304698909,0.672605016,2.592996634,NA
907050,1.878622251,0.644118868,1.030865192,NA
907789,1.095162169,1.391037082,1.111348062,1.026105589
949178,1.947819034,NA,2.480946739,1.177220515
688027,2.193776429,2.007168061,2.79586029,1.591740307
906812,2.021650829,2.106217389,1.293977781,1.298194417
949088,0.634013182,1.884107617,0.947912571,1.123282256
910932,1.314329588,1.062664423,1.889341066,1.39488144
713878,1.658877065,2.26302254,1.820744445,0.987097815
1330982,0.949784732,1.775990978,0.165369547,1.05039634
907314,2.064201702,2.178871573,2.364704977,1.448866356
949154,2.141648866,1.999393872,2.159355055,NA
687807,2.007552931,2.037895768,1.834635701,1.761848151
909711,2.022631817,NA,2.824985556,1.618452564
688087,1.884268753,1.382996125,2.235957205,1.481305548
924238,0.186353052,-1.745780057,1.727096568,1.285392558
908447,0.693914084,NA,0.869041516,1.529973879
753615,1.951798214,1.170307585,NA,1.606034689
906832,1.118552049,0.962106993,1.387347812,0.570534643
910942,0.105409321,NA,0.02747878,1.049982414
949173,1.88062411,NA,1.591661903,1.497420373
909732,1.566430412,1.461706965,2.287528568,0.946509412
908152,0.276274199,NA,2.445637591,0.786985351
909759,0.579566306,-0.960753315,1.34105819,1.4148077
1327771,1.476139682,0.684923159,0.556400689,-2.705136189
949179,1.185835438,2.151172273,1.731149927,1.468136246
910779,2.185768113,0.903973196,1.466216648,NA
925339,0.895541824,-1.805742054,1.774113682,1.00109668
909740,1.497594358,2.149369358,0.869890815,1.693107869
906841,1.847329144,2.018177232,2.029323499,1.024855642
1327775,1.800599688,1.044427296,0.72768495,1.074525504
1330933,0.610528809,1.734218655,0.330631878,0.938494699
909974,1.326291357,2.389137781,2.090156816,2.035419096
924247,0.522865729,1.655416439,1.063010563,1.103217733
924187,2.435492677,1.664630249,1.8870814,1.954051722
753578,NA,0.004525339,2.423399884,-0.149693724
907792,NA,1.966032606,2.495501561,1.646940727
753531,1.062444147,NA,NA,0.954108744
946370,0.948600629,2.214917109,2.301446551,1.20713402
753565,2.05574908,1.674458377,2.522586892,1.017647217
908454,NA,1.586687825,1.773540802,1.329419565
1330995,0.973998413,1.619009391,1.300575333,1.297947045
946354,1.382353908,1.676534055,1.837971023,1.004242653
910567,0.681385801,2.037424346,0.193360674,1.487506841
753549,2.239643654,2.312792324,2.881754807,1.686282686
724866,1.671918128,2.064494378,2.455345776,NA
908452,NA,1.680123363,2.195862793,1.638000107
909703,0.347752465,1.468008823,0.294048515,NA
1331045,1.921540317,1.72090301,1.076499527,1.104039485
1331048,0.75507913,1.640885273,0.444833947,0.754884216
753533,NA,NA,2.107271438,0.672506144
905974,0.549037274,-1.437623323,1.538985175,NA
688086,NA,NA,1.109013927,1.293182618
1240221,1.765984967,1.351227072,1.233920353,NA
753622,1.885546418,1.740329967,1.437718014,NA
908440,0.444464561,NA,1.360447609,1.136860185
1330991,NA,1.734623928,1.583865876,1.06474398
907788,0.439480016,1.166632995,1.100916584,NA
949174,2.089094346,2.120743317,1.220411734,NA
946367,0.612712759,1.736871185,2.593259741,1.74880218
753585,0.683141813,NA,2.610677845,NA
910911,1.724417229,1.269020292,1.604716846,NA
908471,NA,1.432292139,2.16935585,1.072464073
908458,NA,1.728913558,1.940113405,-0.114156599
684055,0.771508298,0.760578648,1.624457982,NA
908473,NA,1.058966791,2.028187858,1.35933814
1303900,1.576789818,2.115371799,1.875310331,1.230896211
753596,1.491201791,-0.989534587,1.12741098,NA
949172,1.231017996,0.768285283,1.329766789,1.676045506
688018,2.223221739,2.076692171,1.820871958,1.621402933
1331038,1.891944272,1.860094251,1.154224533,NA
1327769,0.678548113,1.567225304,-0.61904005,1.385815248
907786,1.670976028,1.709053211,0.772926286,NA
907175,0.867554422,1.605218695,1.889109961,NA
907278,1.504407676,0.704585598,1.387667732,NA
907067,0.44953323,-1.029905547,0.988849825,NA
908461,2.292810499,1.134047648,NA,1.017747107
906869,2.033122583,NA,1.840133769,1.455715516
1247871,0.075114652,NA,0.22102651,-1.506061544
753605,1.661144575,NA,1.528305784,1.300968723
688026,1.514663233,NA,1.703412989,0.694776313
906798,1.172191945,1.757539976,1.807377011,1.063767971
905949,0.660216366,0.915715297,NA,1.515754677
906801,2.321964,2.316771944,2.314999602,1.58893871
906830,0.696546072,-1.722412025,2.33549074,0.656891107
687777,1.929664676,2.242889823,2.93478803,1.562654001
687780,1.103159451,1.350126684,0.196894446,1.382826094
946369,1.933790686,2.195315835,2.614962895,1.659913215
949160,0.953556342,1.777089849,0.585007205,1.069731811
1240134,2.114362529,1.513969804,2.732455146,1.563688399
907046,1.575343556,1.821641699,2.238531761,1.634465667
749717,2.134999708,2.192009672,0.950771885,1.544440115
907051,1.263689876,1.952135819,2.617972497,0.675292899
905939,2.033870096,0.568173861,0.636505149,1.313155861
1298160,1.683930308,-1.416882021,2.758828506,1.250483756
1298167,1.854228731,0.413029847,2.219314513,0.755542121
1298222,1.930442375,1.625529123,1.437007102,1.32801721
908134,1.862526424,1.834537096,0.799898284,0.745744631
1298348,2.149961188,1.647550143,2.606071259,1.619136953
687798,2.134500371,2.365191252,2.641751593,1.723413156
910900,2.008461904,1.521478133,2.317652408,1.391079734
908476,2.348911583,1.06316023,2.521934262,0.776276582
687820,1.993464108,1.262903644,2.176261976,1.657109994
909749,1.923237668,0.971941572,2.082763308,1.427668631
905962,1.85813006,1.331574842,1.409029083,1.167596924
924100,1.043770061,1.554182904,0.26050481,1.583408998
906795,2.354653746,-0.409840854,2.956713737,1.745615222
906804,1.509378118,1.622129529,0.293755538,1.303958312
906793,0.257387327,-1.734603436,1.221347663,0.640501024
910920,1.544686266,1.359201691,NA,NA
949093,2.249545252,2.82311934,1.245708373,2.235047754
753540,1.6157106,1.246832746,0.652293573,1.462280057
910915,2.2608447,1.881973867,2.70854261,1.706251517
1240123,0.239103987,1.950052422,0.8641679,1.404448614
1290768,2.115578665,0.907743744,2.727681707,1.502977038
1290795,1.972720964,2.177761648,1.229489158,1.54110316
906864,1.885939806,1.863973467,2.779762303,1.574583701
1240132,1.873043955,2.290700921,1.630563057,1.269165421
749712,2.13204495,1.804500489,2.555287951,1.385595827
1290905,2.138856686,1.716253914,2.514395001,1.629034331
749714,1.770636223,2.257535686,1.984491803,0.968856848
749709,1.150363739,2.183916514,2.083952551,1.425182264
1240150,1.553259683,2.11411991,2.455551715,1.241691146
907065,1.193708067,1.955416261,2.381900153,1.659296044
907071,1.884391663,0.89412039,2.487821364,1.177113361
907072,1.667411659,1.694695296,2.432716945,0.680626406
907176,1.118037947,1.833145331,2.542244101,1.28706097
1298151,1.233926305,2.000155858,1.233102459,1.403214037
1240166,0.654064024,1.622115878,2.087277411,0.941761759
908130,0.893861837,1.317176266,2.220886565,1.030641839
924250,2.348126254,1.606157598,NA,1.597294588
908475,1.931678568,1.217162725,2.703060099,1.046316843
1298351,1.486281222,1.920222593,1.082141139,1.448368667
724874,2.449723486,1.049264031,3.1258481,1.908252166
905943,0.66270679,1.65082681,2.33056572,1.224676876
905991,1.814380223,1.933431072,0.310639947,1.183480765
910931,2.069424962,1.410229707,2.350569141,1.467098832
930083,1.300088599,1.501628075,2.555388269,1.587704286
909724,2.158617438,-0.97694432,1.827493022,1.12108587
909728,1.652756194,NA,1.779227609,1.413254229
717431,0.275693758,1.828826327,1.659441391,1.059587479
910851,0.908073661,1.297826315,1.432056467,0.645597583
906696,1.050249913,-1.474731237,1.298617962,-0.272208643
1290724,1.604067831,1.746841811,2.574198622,1.577203366
753545,0.477766975,-1.648476698,2.046196277,1.090184026
906835,0.424565932,-0.62024434,1.738349063,1.036220671
1290808,0.810962454,0.813689167,2.469793015,1.301633014
1240138,1.275830132,1.625921782,2.659486309,1.588013839
1240142,1.757011413,2.128600162,1.053476966,0.815735957
907045,2.184115588,1.497968007,2.743930259,1.282432458
907289,1.977084372,1.461796744,2.257629998,1.378152676
1298146,2.111535926,2.272242219,2.935497663,1.375189746
1240162,1.661906436,1.367365738,2.776792251,1.082328821
687787,1.952858473,1.92165902,0.813333776,1.324135583
998189,0.899679525,1.974274908,1.632471589,1.53899501
908127,0.946163893,1.209363899,2.418338848,1.227620974
753600,1.084075538,1.749304464,2.56022614,1.676034397
1298350,2.090897175,2.008453199,2.072239467,1.488937154
724868,1.800971592,NA,2.223893165,0.968278899
1240185,1.129447007,2.026084605,0.850650482,1.488947443
724834,0.867745641,0.771251293,1.454620698,1.434769978
722066,2.145099969,1.137771233,1.728390098,1.387938362
910849,1.520413968,1.957090732,2.106363191,1.335718577
1298365,0.52460715,0.864039315,1.762233118,0.902695414
753608,1.786320825,1.80649851,1.18396812,1.204464246
909706,0.757239453,-0.374097353,1.249208706,0.944749927
909716,1.770573295,1.893962817,2.292748921,1.461827603
724878,1.340914724,1.444561556,2.953657015,1.327086491
909757,2.411595901,2.596405508,0.922091133,1.781519097
905976,1.011127959,-1.511032582,2.411639869,1.259585261
909781,2.009530318,0.982957359,2.398608312,1.559224436
909784,0.746981633,NA,1.594468981,1.025797845
1290722,2.066262452,1.100430581,2.667244292,0.852711727
910916,1.982168447,1.280917568,0.35284389,0.862724975
1290798,1.497790187,1.627198357,1.94530228,NA
